Article,Sentence_en,Claim,Sentence
We should abolish temporary employment,"To achieve this, typically a group of temporary workers will walk the crop rows looking for volunteer plants, or ""rogue"" plants in an exercise often referred to as ""roguing."".",FALSE,"Um dies zu erreichen, werden typischerweise eine Gruppe von Leiharbeitern die Erntezeilen, die ehrenamtliche Pflanzen suchen, oder ""Rogue"" -Pläfchen in einer Übung, die oft als ""Roging"" bezeichnet wird."
We should abolish temporary employment,"In order to pay the employee, the staffing firm is paid by the worksite company at an agreed upon bill rate, which can be many percentage points higher than the pay rate.",FALSE,"Um den Angestellten zu zahlen, wird das Personalfirma von der Arbeitsplatzfirma in einer vereinbarten Bill-Rate gezahlt, die viele Prozentpunkte höher als die Zahlungspreise betragen kann."
We should abolish temporary employment,"Depending on a particular country, the status of temporary worker may or may not evolve into the status of permanent resident or to naturalization.",FALSE,Je nach einem bestimmten Land kann der Status des Leiharbeiters in den Status des dauerhaften Bewohners oder zur Einbürgerung weiterentwickeln.
We should abolish temporary employment,"If a temporary employee arrives at a job assignment and is asked to perform duties not described when they accepted the job, they may call an agency representative for clarification.",FALSE,"Wenn ein temporärer Mitarbeiter an einer Jobzuordnung ankommt und aufgefordert wird, Pflichten nicht beschrieben, wenn sie den Job angenommen haben, können sie einen Agenturvertreter für die Klarstellung anrufen."
We should abolish temporary employment,"However, this is nearly impossible because migrant workers and seasonal employees do not typically live in the same place throughout the year.",FALSE,"Dies ist jedoch nahezu unmöglich, da Migrationsarbeiter und saisonale Mitarbeiter das ganze Jahr über nicht an derselben Stelle leben."
We should abolish temporary employment,"In the European Union, temporary work is regulated by the Temporary Agency Work Directive and the Member States' laws implementing that directive.",FALSE,"In der Europäischen Union wird die vorübergehende Arbeit durch die temporäre Arbeitsrichtlinie der Agenturarbeit und die Gesetze der Mitgliedstaaten reguliert, die diese Richtlinie umsetzen."
We should abolish temporary employment,"Therefore, temporary workers no longer represented a substitute for permanent workers on leave but became semi-permanent, precarious positions routinely subject to the threat of elimination because of fluctuations in a company's products.",FALSE,"Daher repräsentierten temporäre Arbeiter keinen Ersatz für dauerhafte Arbeitnehmer auf Urlaub, sondern wurden semi-dauerhafte, prekäre Positionen, die routinemäßig der Androhung der Eliminierung aufgrund von Schwankungen in den Produkten eines Unternehmens unterliegen."
We should abolish temporary employment,"The trade union FNV now recognized that the labor market needed flex workers, and that for many people temporary work constituted a step towards a permanent job, and sought discussions.",TRUE,"Die Gewerkschaft FNV hat nun anerkannt, dass der Arbeitsmarkt Flex-Arbeiter benötigte, und dass für viele Menschen vorübergehende Arbeit einen Schritt in Richtung eines ständigen Jobs bildeten und Diskussionen gesucht haben."
We should abolish temporary employment,Temporary workers must be treated like permanent employees.,FALSE,Leiharbeiter müssen wie dauerhafte Mitarbeiter behandelt werden.
We should abolish temporary employment,"However, the strike continued after temporary workers were hired to clear the backlog of undelivered mail.",FALSE,"Der Streik setzte sich jedoch fort, nachdem temporäre Arbeitnehmer eingestellt wurden, um den Backlog der nicht gelieferten E-Mails zu löschen."
We should abolish temporary employment,Demand in temporary employment can be primarily attributed to demand by employers and not employees  A large driver of demand was in European labor market.,FALSE,"Die Nachfrage in der temporären Beschäftigung kann in erster Linie auf die Nachfrage von Arbeitgebern zurückgeführt werden, und nicht mit Mitarbeitern, die ein großer Fahrer der Nachfrage im europäischen Arbeitsmarkt war."
We should abolish temporary employment,The role of a temp agency is as a third party between client employer and client employee.,FALSE,Die Rolle einer Temp-Agentur ist als Dritter zwischen dem Arbeitgeber und dem Angestellten von Kunden.
We should abolish temporary employment,"The temporary employee is bound by the rules and regulations of the client firm, even if they contrast with those of the company in which they are placed.",FALSE,"Der temporäre Mitarbeiter ist an die Regeln und Bestimmungen der Kundenfirma gebunden, auch wenn sie mit denen des Unternehmens stehen, in denen sie platziert werden."
We should abolish temporary employment,"In a November 1994 special election, early favorite Gregory-Scocchi was defeated by Barbara Buono, after unfounded allegations that a temporary employment firm owned by Gregory-Scocchi had hired illegal immigrants.",FALSE,"In einem Sonderwahlen von November 1994, früher Favoriten Gregory-Scocchi, wurde von Barbara Buono, nach unbegründeten Anschuldigungen, die ein vorübergehendes Arbeitsunternehmen von Gregory-SCOCCHI gehörte, illegale Einwanderer eingestellt hatte."
We should abolish temporary employment,"Moreover, any legal status should be a temporary work permit with a point of return to the alien's home country."".",FALSE,"Darüber hinaus sollte ein legaler Status eine temporäre Arbeitserlaubnis sein, mit einem Rendite des Ausländischen Heimatlandes. """
We should abolish temporary employment,"Typically, temporary workers were white women in pink collar, clerical positions who provided companies with a stop-gap solution for permanent workers who needed a leave of absence, when on vacation or in illness.",FALSE,"Normalerweise waren temporäre Arbeiter weiße Frauen im rosafarbenen Kragen, klerikale Positionen, die Unternehmen mit einer Stop-Gap-Lösung für dauerhafte Arbeiter zur Verfügung stellten, die einen Urlaub in Abwesenheit brauchten, wenn sie im Urlaub oder in der Erkrankung einen Urlaubsabwesenheitsurlaub brauchten."
We should abolish temporary employment,Not all temporary employees find jobs through a temporary employment agency.,FALSE,Nicht alle temporären Mitarbeiter finden Arbeitsplätze durch eine temporäre Arbeitsagentur.
We should abolish temporary employment,"Being employed as a temporary worker is usually accompanied with a lack of job security, trade union organizations and bear a high level of risk and vulnerability.",TRUE,"Als temporärer Arbeiter wird in der Regel mit einem Mangel an Arbeitssicherheit, Gewerkschaftsorganisationen begleitet und ein hohes Maß an Risiken und Schwachstellen."
We should abolish temporary employment,A temporary employee is then found in the database and is contacted to see if they would be interested in taking the assignment.,FALSE,"Ein temporärer Mitarbeiter wird dann in der Datenbank gefunden und wird kontaktiert, um zu sehen, ob sie daran interessiert sind, den Auftrag anzunehmen."
We should abolish temporary employment,"The regulation of temporary employment was first introduced as ""pacchetto Treu"" during the 1996-2001 centre-left government.",FALSE,"Die Regulierung der vorübergehenden Beschäftigung wurde zunächst als ""Pacchetto Treu"" in der mittleren linken Regierung von 1996-2001 eingeführt."
We should abolish temporary employment,The proposed temporary work experiences considerably reduce the time needed to return to paid employment while furnishing references for the beneficiaries' curriculum vitae.,FALSE,"Die vorgeschlagenen temporären Arbeitserfahrungen reduzieren erheblich die Zeit, die erforderlich ist, um zur Beendigung der Beschäftigung zurückzukehren, während sie Referenzen für die Lebensmittelführer der Begünstigten einräumen."
We should abolish temporary employment,A seasonal employee is hired for the limited time because the work is necessary only for a certain part or season of the year.,FALSE,"Ein saisonaler Mitarbeiter wird für die begrenzte Zeit eingestellt, da die Arbeit nur für einen bestimmten Teil oder die Saison des Jahres erforderlich ist."
We should abolish temporary employment,"A temp agency employee is the exclusive employee of the agency, not of the company in which they are placed (although subject to legal dispute).",FALSE,"Ein Angestellter der Temp-Agentur ist der ausschließliche Angestellte der Agentur, nicht von der Firma, in der sie platziert werden (wenn auch der Rechtsstreitigkeit)."
We should abolish temporary employment,"No casual staff officers ordered me to certain death, indifferent to my fate"".",FALSE,"Keine zufälligen Mitarbeiterbeamten bestellten mir einem bestimmten Tod, gleichgültig meines Schicksals ""."
We should abolish temporary employment,"In the United States, the gradual replacement of workers by temporary workers resulted in millions of workers being employed in low-paid temporary jobs.",FALSE,"In den Vereinigten Staaten führte der schrittweise Ersatz von Arbeitnehmern von temporären Arbeitnehmern zu Millionen von Arbeitnehmern, die in temporären temporären niedrig gezahlten Arbeitsplätzen eingesetzt wurden."
We should abolish temporary employment,"Business visitors do not need a temporary work permit unless they plan on doing executive, managerial, technical or production work.",FALSE,"Geschäftsbesucher benötigen keine temporäre Arbeitserlaubnis, es sei denn, sie planen, Führungs-, Führungskräfte, technische oder Produktionsarbeit zu tätigen."
We should abolish temporary employment,"Temporary employees are sometimes called ""contractual"", ""seasonal"", ""interim"", ""casual staff"", ""outsourcing"", ""freelance""; or the word may be shortened to ""temps"".",FALSE,"Temporäre Mitarbeiter werden manchmal als ""vertraglich"" bezeichnet, ""saisonal"", ""Interim"", ""Casual Personal"", ""Outsourcing"", ""freiberuflich""; oder das Wort kann auf ""Temps"" verkürzt werden."
We should abolish temporary employment,"All of these workers are covered by U.S. wage laws, workers' compensation and other standards, additionally temporary workers and their employers are subject to the employer and/or individual mandates under the Affordable Care Act.",FALSE,"Alle diese Arbeiter sind von US-amerikanischen Lohngesetzen, der Arbeitnehmerentschädigung und anderer Standards, zusätzlich temporäre Arbeitnehmer und ihre Arbeitgeber unterliegen dem Arbeitgeber und / oder einzelnen Mandaten unter dem erschwinglichen Pflegegesetz."
